"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031346","GO:0031346","positive regulation of cell projection organization","39/978","353/18614",9.74693663171697e-06,0.000196279389345765,0.000137803490707859,"6624/3655/23129/27/659/8829/8322/5362/6387/2043/6376/8724/9693/375790/10163/8874/23499/4739/10787/2534/10458/54874/4690/55754/11135/998/2889/23580/5906/55845/23191/2896/23011/5879/10097/5898/8837/4780/170506",39
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","36/978","315/18614",1.00847267340748e-05,0.000202329498957346,0.000142051141092446,"10252/10268/351/3791/7078/6358/80310/7010/2771/8829/2324/1848/5595/2149/2043/2621/6376/5155/1601/4851/9693/3146/3383/3725/25865/10979/6347/9590/55333/5906/2950/6237/7040/6464/8837/948",36
"GO:0003014","GO:0003014","renal system process","20/978","127/18614",1.01570314699456e-05,0.000203028189936145,0.000142541676834,"358/8692/947/2934/221395/6781/2771/1910/1636/4881/2013/2149/2621/55959/5155/387/6446/9429/133/10916",20
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","38/978","341/18614",1.03684044161955e-05,0.0002064913482446,0.000144973084967935,"2022/10252/8692/8613/5787/25937/57493/857/9021/9467/801/54922/1848/1026/2776/2167/1843/9647/11142/4616/10019/3301/10614/3725/54541/4690/3315/5339/64853/2950/7040/84919/79893/58533/91663/5518/23770/3486",38
"GO:0002262","GO:0002262","myeloid cell homeostasis","24/978","171/18614",1.06066693507429e-05,0.000210462739461444,0.000147761312374143,"2034/221395/10365/2624/7538/567/7049/6774/2113/6194/3146/3276/29766/10019/301/677/6229/3398/55904/6868/6208/8837/6218/3303",24
"GO:0003179","GO:0003179","heart valve morphogenesis","13/978","60/18614",1.10805873652619e-05,0.000219064021013226,0.000153800085096778,"7048/7075/54567/6615/1942/659/4208/23462/387/4851/182/56999/7040",13
"GO:0034101","GO:0034101","erythrocyte homeostasis","21/978","139/18614",1.19018674126566e-05,0.000234445148270403,0.000164598840045658,"2034/221395/10365/2624/7538/567/7049/6774/2113/6194/3276/29766/10019/677/6229/3398/55904/6208/8837/6218/3303",21
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","31/978","255/18614",1.20971530402497e-05,0.000237428543547219,0.000166693416988642,"2280/2034/857/11170/1499/1958/23328/10625/1654/9349/65018/3301/754/706/2534/6188/6224/6135/57162/6125/331/553115/51035/6187/7415/10210/3326/10016/51160/6500/3303",31
"GO:0001709","GO:0001709","cell fate determination","11/978","44/18614",1.23328951589877e-05,0.000240314003871354,0.000168719235931173,"4855/64321/9314/2624/4208/1499/182/3280/3475/4170/998",11
"GO:0030835","GO:0030835","negative regulation of actin filament depolymerization","11/978","44/18614",1.23328951589877e-05,0.000240314003871354,0.000168719235931173,"2934/23075/5962/6711/51474/11078/29766/830/6709/118/136319",11
"GO:0046578","GO:0046578","regulation of Ras protein signal transduction","25/978","184/18614",1.24421547686595e-05,0.000241574022873937,0.000169603867870842,"10252/57493/10161/27/5962/8829/23263/9289/54922/2149/9448/4851/5863/10395/10211/1398/7126/3688/9266/2828/397/11214/5879/3845/3925",25
"GO:0007249","GO:0007249","I-kappaB kinase/NF-kappaB signaling","34/978","293/18614",1.2773278906392e-05,0.000247117327985448,0.000173495701837573,"2280/2697/10769/389/1910/57153/2149/1499/6284/6376/958/8743/387/80833/7132/684/65018/2534/22900/4792/51246/3315/114769/84270/2950/57162/9188/11214/3065/8837/170506/948/23476/9218",34
"GO:0019079","GO:0019079","viral genome replication","20/978","129/18614",1.28974287461496e-05,0.00024774954438969,0.000173939567225975,"3429/2040/10410/2621/10581/4851/1915/4774/3428/684/1654/56829/5359/6347/1488/5094/54737/64710/7415/9218",20
"GO:0042542","GO:0042542","response to hydrogen peroxide","20/978","129/18614",1.28974287461496e-05,0.00024774954438969,0.000173939567225975,"358/4313/80310/10365/10628/388/7703/65018/1398/2534/6188/301/84557/23135/1728/27086/824/59338/84919/4780",20
"GO:0072109","GO:0072109","glomerular mesangium development","7/978","17/18614",1.32196160379411e-05,0.000252318280356165,0.000177147177390248,"947/80310/1958/5155/4851/2828/8837",7
"GO:1901654","GO:1901654","response to ketone","27/978","208/18614",1.32926150259972e-05,0.000252318280356165,0.000177147177390248,"2/358/8751/857/3490/10365/10628/2354/1636/595/2353/2621/4478/7049/6446/2782/5327/978/4678/54541/706/687/1728/27086/7040/8837/6155",27
"GO:0048813","GO:0048813","dendrite morphogenesis","21/978","140/18614",1.33215854129339e-05,0.000252318280356165,0.000177147177390248,"3397/57520/1942/8829/8322/2043/9344/9693/51225/8609/2534/10458/8301/3688/4205/998/1072/23011/7533/10611/170506",21
"GO:1904019","GO:1904019","epithelial cell apoptotic process","21/978","140/18614",1.33215854129339e-05,0.000252318280356165,0.000177147177390248,"10266/7048/641700/3791/1003/2934/7010/659/2624/7538/2621/3714/958/28984/3383/60485/6347/677/64332/8837/4780",21
"GO:0032496","GO:0032496","response to lipopolysaccharide","38/978","345/18614",1.35403778557069e-05,0.000255568734649353,0.000179429250660807,"7056/1948/7431/1910/7538/4208/1636/5595/2149/2353/6376/23328/387/4851/3146/133/3727/706/22900/4792/6347/1728/114769/27086/9590/3164/2950/7040/57162/824/6868/51510/64332/2920/23521/10865/948/10949",38
"GO:0032388","GO:0032388","positive regulation of intracellular transport","26/978","197/18614",1.4201796623046e-05,0.000267121987177223,0.000187540538008279,"8692/2040/5962/302/3728/10411/975/2621/54741/4478/1601/65018/7531/4947/2534/51100/55754/1263/7323/7040/54543/23011/51024/4641/9531/6844",26
"GO:0035909","GO:0035909","aorta morphogenesis","10/978","37/18614",1.45457353244475e-05,0.000272644457621219,0.000191417744408046,"2022/7048/1948/54567/94/23462/4851/182/3280/56999",10
"GO:0051100","GO:0051100","negative regulation of binding","23/978","163/18614",1.47275240638152e-05,0.000275099992598921,0.000193141722114571,"3397/8751/857/1636/5595/4487/1026/10763/5155/23462/567/1601/5899/3428/3725/4792/7114/25979/51773/114769/1454/6672/6717",23
"GO:0045727","GO:0045727","positive regulation of translation","21/978","141/18614",1.48921205927905e-05,0.00027721861598332,0.000194629161518366,"7431/8531/387/1654/23645/65018/4690/1153/6154/3191/6125/65110/7555/3192/5436/7812/1938/6741/170506/5935/3646",21
"GO:0030834","GO:0030834","regulation of actin filament depolymerization","12/978","53/18614",1.49469677097016e-05,0.000277286726313198,0.000194676980299755,"2934/23075/5962/6711/51474/11078/29766/830/6709/118/136319/9948",12
"GO:0048844","GO:0048844","artery morphogenesis","15/978","80/18614",1.54323066944822e-05,0.000284797384714649,0.00019995005022668,"2022/7048/1948/54567/221395/94/659/8829/23462/4851/182/3280/56999/10000/3949",15
"GO:1901798","GO:1901798","positive regulation of signal transduction by p53 class mediator","9/978","30/18614",1.54569745442324e-05,0.000284797384714649,0.00019995005022668,"4487/1655/9349/10614/5371/6224/6135/6154/4609",9
"GO:0007409","GO:0007409","axonogenesis","44/978","427/18614",1.58694639927229e-05,0.000291406394740949,0.000204590092437851,"351/1948/54538/4781/5797/23129/8828/1942/659/8829/56920/5362/6387/2043/10501/1947/4851/9344/9637/64218/8609/10211/23499/1889/2534/10458/8301/3799/3688/3475/6654/4929/3913/8650/7408/23191/23011/5879/334/6277/57142/3925/2017/3326",44
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","28/978","222/18614",1.59419074109229e-05,0.00029174767717895,0.000204829699415592,"10268/351/3791/6358/80310/7010/2771/8829/2324/5595/2149/2621/6376/5155/4851/9693/3146/3383/3725/25865/10979/6347/9590/5906/7040/6464/8837/948",28
"GO:0072678","GO:0072678","T cell migration","14/978","71/18614",1.62107706197064e-05,0.000295669173222052,0.000207582896505402,"351/1901/4345/27/6387/4478/387/4267/1398/5339/6347/102/6868/6558",14
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","23/978","164/18614",1.62951027493285e-05,0.000296209971788968,0.000207962579418311,"1003/1901/2934/23075/5962/6711/7082/9168/10395/51474/10163/11078/8874/29766/830/6709/7114/118/9535/3925/91663/22919/136319",23
"GO:0014706","GO:0014706","striated muscle tissue development","31/978","259/18614",1.65228040321805e-05,0.000299344580074656,0.000210163319726345,"2022/2280/7048/1948/1901/54567/2697/57493/4208/4000/4487/23462/9686/7049/4851/3276/60485/56999/3688/3475/4205/23135/5339/998/27086/3398/7040/11214/10611/3192/136319",31
"GO:0046718","GO:0046718","viral entry into host cell","22/978","153/18614",1.66087522629846e-05,0.000299898703361958,0.00021055235763566,"8692/1948/2934/3643/857/10410/8829/8547/975/2621/10581/7293/3678/8724/3146/3383/858/3688/5359/3949/6520/3303",22
"GO:0051051","GO:0051051","negative regulation of transport","48/978","483/18614",1.72521571572587e-05,0.000310481512693921,0.00021798231791983,"2697/857/6781/57520/2887/4345/302/2771/8291/55917/801/90007/1636/8682/2149/3625/4851/8724/7132/3146/3280/9647/8609/11142/9341/55691/7531/4947/706/51185/8301/301/5359/6386/5906/23191/3134/6672/6717/51024/5879/9531/468/10550/948/5211/7879/2171",48
"GO:0010639","GO:0010639","negative regulation of organelle organization","39/978","362/18614",1.74679387729212e-05,0.000313323921632166,0.000219977911420579,"1003/1901/2934/23075/5962/6711/7082/9168/6196/4000/9637/10395/57489/51474/1843/10163/11078/4134/8874/65018/29766/830/10493/706/6709/7114/118/546/9535/8260/3192/3925/3178/91663/22919/136319/7879/3183/3303",39
"GO:0030857","GO:0030857","negative regulation of epithelial cell differentiation","12/978","54/18614",1.83073808811318e-05,0.00032729730109931,0.000229788317260828,"3397/10252/4855/857/94/6935/595/1499/4851/182/3280/3845",12
"GO:0003180","GO:0003180","aortic valve morphogenesis","10/978","38/18614",1.88171045471089e-05,0.000335303471485818,0.0002354092753764,"7048/7075/54567/6615/1942/23462/387/4851/182/7040",10
"GO:0097581","GO:0097581","lamellipodium organization","16/978","91/18614",1.89142178574517e-05,0.00033592891191415,0.000235848383499475,"1901/6624/1012/51225/10163/8874/10787/29780/3688/4690/998/55845/23191/5879/10097/2017",16
"GO:0035904","GO:0035904","aorta development","13/978","63/18614",1.93948634947763e-05,0.000343335364025799,0.000241048292456538,"2022/7048/1948/54567/23129/5138/94/187/23462/4851/182/3280/56999",13
"GO:0035307","GO:0035307","positive regulation of protein dephosphorylation","11/978","46/18614",1.94796213834817e-05,0.000343335364025799,0.000241048292456538,"1003/801/10395/23645/65018/5725/3672/7040/84919/23261/3326",11
"GO:0050686","GO:0050686","negative regulation of mRNA processing","8/978","24/18614",1.95213756913321e-05,0.000343335364025799,0.000241048292456538,"5725/3181/6429/3191/3190/6432/10284/10921",8
"GO:0072676","GO:0072676","lymphocyte migration","19/978","122/18614",1.97510292995393e-05,0.000345133308760014,0.000242310590353941,"351/1901/58494/6358/4345/27/6387/2621/6376/4478/387/4267/4739/1398/5339/6347/102/6868/6558",19
"GO:0090100","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","19/978","122/18614",1.97510292995393e-05,0.000345133308760014,0.000242310590353941,"2022/7048/3791/1003/94/659/4487/3625/7049/1601/4851/3280/6386/7040/6868/11030/10984/3326/23770",19
"GO:0007411","GO:0007411","axon guidance","28/978","225/18614",2.04689872600473e-05,0.000350498382317235,0.000246077291822463,"351/1948/54538/4781/5797/23129/8828/1942/659/8829/56920/5362/6387/2043/10501/1947/4851/9637/64218/8609/1889/2534/3799/6654/3913/7408/23191/5879",28
"GO:0097485","GO:0097485","neuron projection guidance","28/978","225/18614",2.04689872600473e-05,0.000350498382317235,0.000246077291822463,"351/1948/54538/4781/5797/23129/8828/1942/659/8829/56920/5362/6387/2043/10501/1947/4851/9637/64218/8609/1889/2534/3799/6654/3913/7408/23191/5879",28
"GO:0031396","GO:0031396","regulation of protein ubiquitination","27/978","213/18614",2.05114482860159e-05,0.000350498382317235,0.000246077291822463,"2280/857/11170/23328/10625/1654/9349/65018/3301/754/706/2534/6188/6224/6135/57162/6125/331/553115/51035/6187/10210/3326/10016/51160/6500/3303",27
"GO:0001946","GO:0001946","lymphangiogenesis","7/978","18/18614",2.06516659883377e-05,0.000350498382317235,0.000246077291822463,"161198/7075/94/659/54345/2324/5784",7
"GO:0003159","GO:0003159","morphogenesis of an endothelium","7/978","18/18614",2.06516659883377e-05,0.000350498382317235,0.000246077291822463,"54567/94/1499/388/387/25865/27086",7
"GO:0061154","GO:0061154","endothelial tube morphogenesis","7/978","18/18614",2.06516659883377e-05,0.000350498382317235,0.000246077291822463,"54567/94/1499/388/387/25865/27086",7
"GO:1903729","GO:1903729","regulation of plasma membrane organization","7/978","18/18614",2.06516659883377e-05,0.000350498382317235,0.000246077291822463,"2934/302/6281/4627/50807/79026/51100",7
"GO:2000811","GO:2000811","negative regulation of anoikis","7/978","18/18614",2.06516659883377e-05,0.000350498382317235,0.000246077291822463,"857/8503/3678/4851/3688/5166/4170",7
"GO:0035767","GO:0035767","endothelial cell chemotaxis","9/978","31/18614",2.07697952231553e-05,0.000350498382317235,0.000246077291822463,"3791/5872/8829/4851/2260/7114/25865/3315/3164",9
"GO:0061311","GO:0061311","cell surface receptor signaling pathway involved in heart development","9/978","31/18614",2.07697952231553e-05,0.000350498382317235,0.000246077291822463,"54567/64321/6615/1499/4487/23462/4851/182/7040",9
"GO:0150117","GO:0150117","positive regulation of cell-substrate junction organization","9/978","31/18614",2.07697952231553e-05,0.000350498382317235,0.000246077291822463,"3791/7010/8829/6281/9448/9647/10979/5879/3987",9
"GO:0061097","GO:0061097","regulation of protein tyrosine kinase activity","15/978","82/18614",2.10109989627271e-05,0.000353467644040661,0.000248161945904979,"8692/351/857/1839/1942/9467/1636/2043/2621/5155/4739/6464/6868/79893/58533",15
"GO:0010720","GO:0010720","positive regulation of cell development","44/978","432/18614",2.11409757548225e-05,0.000354553144470196,0.000248924052149824,"7122/7048/1003/7052/23129/3572/659/8829/1636/8322/5362/6387/1499/2043/2353/2621/6376/387/7071/4851/7704/4860/3146/3280/23499/5583/4739/706/10458/3688/118/301/677/3398/8650/6595/7040/23191/4673/23011/3065/3845/64332/170506",44
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","45/978","446/18614",2.16126225216832e-05,0.000361344370987524,0.000253692024596626,"2/10203/947/7056/1003/3133/928/6397/9021/10769/9314/4345/7010/302/8829/7538/56920/2043/10501/6376/5155/4851/5654/7132/3106/3105/1843/3428/64218/7525/5327/10019/1398/2534/22900/285/6347/114769/2950/3949/7040/2896/3134/5094/6558",45
"GO:0010761","GO:0010761","fibroblast migration","12/978","55/18614",2.23077917475358e-05,0.000371784417459304,0.000261021754181372,"358/8692/9124/8874/5371/3688/5339/9590/7040/5879/8826/7763",12
"GO:0002237","GO:0002237","response to molecule of bacterial origin","39/978","366/18614",2.24429581888855e-05,0.000371784417459304,0.000261021754181372,"7056/1948/7431/1910/7538/4208/1636/5595/2149/2353/6376/23328/567/387/4851/3146/133/3727/706/22900/4792/6347/1728/114769/27086/9590/3164/2950/7040/57162/824/6868/51510/64332/2920/23521/10865/948/10949",39
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","39/978","366/18614",2.24429581888855e-05,0.000371784417459304,0.000261021754181372,"2321/7048/3643/1839/80310/1942/801/4208/1636/8322/2013/595/2043/2621/1026/1958/23328/5155/958/387/9344/5899/9693/28984/4296/1654/65018/219771/4739/2260/6188/10979/5906/7040/6868/11214/9802/8826/3326",39
"GO:0071384","GO:0071384","cellular response to corticosteroid stimulus","13/978","64/18614",2.31810354800324e-05,0.000382840454863828,0.000268783957603841,"358/6781/11170/7538/1636/6446/5327/54541/687/301/677/3192/8837",13
"GO:0002685","GO:0002685","regulation of leukocyte migration","28/978","227/18614",2.41049697726165e-05,0.000396889426316911,0.000278647434933493,"83483/351/928/58494/23075/80310/4345/57509/27/975/6387/5595/2621/6376/4478/387/23236/1843/3146/3383/4267/4739/1398/301/6347/102/6868/5879",28
"GO:0070849","GO:0070849","response to epidermal growth factor","11/978","47/18614",2.42345330806373e-05,0.000397386035992296,0.000278996093786649,"3397/7538/5595/2353/5782/1601/1915/10458/677/8837/8826",11
"GO:0043491","GO:0043491","protein kinase B signaling","27/978","215/18614",2.42818493471386e-05,0.000397386035992296,0.000278996093786649,"2022/10268/8692/3791/3643/1839/7010/2621/6376/958/8503/65018/10019/2260/3688/10979/3092/6347/677/1263/6237/7040/59338/57142/3326/10016/3488",27
"GO:2001046","GO:2001046","positive regulation of integrin-mediated signaling pathway","6/978","13/18614",2.58426644539415e-05,0.000421655763093378,0.000296035341382659,"55679/2013/3913/3987/4811/3915",6
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","48/978","491/18614",2.63693103205521e-05,0.00042895661863793,0.000301161113286407,"8613/4855/7048/5420/1948/3133/928/857/23075/9314/3572/27/5962/9223/4651/7082/975/6387/1947/6376/567/387/4851/7704/4860/2113/182/3105/28984/3659/3146/3280/9647/10211/53827/7525/10019/2534/2615/6188/4690/301/6347/6595/7040/57162/64332/91663",48
"GO:0051145","GO:0051145","smooth muscle cell differentiation","14/978","74/18614",2.65157989065905e-05,0.000430048151727546,0.000301927454930701,"10266/2022/79652/1910/6935/4208/1499/187/5155/23462/4851/3280/9444/133",14
"GO:0007173","GO:0007173","epidermal growth factor receptor signaling pathway","18/978","114/18614",2.68102461891357e-05,0.000433525682407607,0.000304368953594179,"1012/1839/5286/5782/5899/6654/3092/9564/3672/7040/6464/2537/6868/5898/58533/8826/27246/7879",18
